Emanuella,Fialho,1990-05-12 00:00:00,Brasília,Tênis,43,200,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Breno,Amaral,1988-02-05,Curitiba,Vestido,36,300,,,,,,,
Jucelia,Bailly,1988-02-11,São Paulo,Bermuda,139,150,,,,,,,
Natália,Huon,1986-01-06,Salvador,Chinelo,67,25,,,,,,,
Iago,Bensdorp,1987-08-23,Porto Alegre,Pulseira,26,30,,,,,,,
Emanuella,Fialho,1991-02-22,Brasília,Jaqueta,59,250,,,,,,,
Paloma,Farias,1990-11-22,São Paulo,Short,112,55,,,,,,,
Joyce,Ribas,1989-12-25,Curitiba,Chinelo,75,25,,,,,,,
Patricia,Camara,1991-01-18,Salvador,Sandália,21,110,,,,,,,
Patricia,Camara,1990-10-27,Salvador,Tênis,38,200,,,,,,,
Paloma,Farias,1989-07-08,Curitiba,Casaco,60,190,,,,,,,
Andrew,Carvalhal,1990-04-20,Rio de Janeiro,Camiseta,130,85,,,,,,,
Eduarda,Figueiredo,1986-02-07,Rio de Janeiro,Tênis,127,200,,,,,,,
Patricia,Camara,1990-07-30,Porto Alegre,Saia,76,75,,,,,,,
Emanuella,Fialho,1988-03-19,Brasília,Chinelo,144,25,,,,,,,
Izabel,Milagre,1993-10-06,Salvador,Chinelo,70,25,,,,,,,
Paloma,Farias,1985-09-02,Fortaleza,Vestido,70,300,,,,,,,
Andrew,Carvalhal,1986-04-27,Fortaleza,Vestido,13,300,,,,,,,
Natália,Huon,1993-07-01,Curitiba,Casaco,89,190,,,,,,,
Juliane,Felipi,1992-06-05,Rio de Janeiro,Sandália,93,110,,,,,,,
Joyce,Ribas,1990-01-25,Porto Alegre,Tênis,65,200,,,,,,,
Patricia,Camara,1987-03-19,Fortaleza,Tênis,148,200,,,,,,,
Patricia,Camara,1985-06-22,Rio de Janeiro,Jaqueta,35,250,,,,,,,
Emanuella,Fialho,1985-09-29,Fortaleza,Bermuda,38,150,,,,,,,
Elizeu,Barros,1989-11-20,Curitiba,Chinelo,68,25,,,,,,,
Eduarda,Figueiredo,1985-12-01,Brasília,Bermuda,17,150,,,,,,,
Patricia,Camara,1990-06-27,São Paulo,Short,147,55,,,,,,,
Maryanna,Correa,1986-12-19,Porto Alegre,Sandália,148,110,,,,,,,
Elizeu,Barros,1991-10-06,Porto Alegre,Short,104,55,,,,,,,
Elizeu,Barros,1992-12-28,Salvador,Sandália,121,110,,,,,,,
Andrew,Carvalhal,1991-09-26,Salvador,Casaco,95,190,,,,,,,
Izabel,Milagre,1989-09-04,Curitiba,Pulseira,123,30,,,,,,,
Iago,Bensdorp,1989-04-20,Fortaleza,Vestido,149,300,,,,,,,
Breno,Amaral,1990-02-11,Salvador,Sandália,129,110,,,,,,,
Andrew,Carvalhal,1987-04-08,Curitiba,Vestido,9,300,,,,,,,
Elizeu,Barros,1987-11-17,Brasília,Vestido,25,300,,,,,,,
Maryanna,Correa,1993-07-21,São Paulo,Bermuda,85,150,,,,,,,
Iago,Bensdorp,1985-04-16,Fortaleza,Tênis,36,200,,,,,,,
Natália,Huon,1986-09-15,Brasília,Sapato,63,230,,,,,,,
Izabel,Milagre,1993-06-24,Salvador,Sandália,138,110,,,,,,,
Maryanna,Correa,1992-11-11,Curitiba,Tênis,142,200,,,,,,,
Eduarda,Figueiredo,1985-07-22,Fortaleza,Saia,83,75,,,,,,,
Maryanna,Correa,1992-11-19,Brasília,Short,96,55,,,,,,,
Joyce,Ribas,1985-07-05,Fortaleza,Short,17,55,,,,,,,
Izabel,Milagre,1991-12-21,Brasília,Saia,120,75,,,,,,,
Tayna,Coimbra,1993-08-23,Salvador,Casaco,35,190,,,,,,,
Jucelia,Bailly,1993-06-22,Curitiba,Pulseira,132,30,,,,,,,
Eduarda,Figueiredo,1989-09-24,Fortaleza,Sapato,87,230,,,,,,,
Emanuella,Fialho,1988-02-25,Rio de Janeiro,Camiseta,53,85,,,,,,,
Iago,Bensdorp,1992-05-17,Salvador,Tênis,147,200,,,,,,,
Eduarda,Figueiredo,1990-05-06,São Paulo,Vestido,85,300,,,,,,,
Maryanna,Correa,1985-03-30,São Paulo,Pulseira,82,30,,,,,,,
Izabel,Milagre,1993-02-07,Brasília,Jaqueta,53,250,,,,,,,
Paloma,Farias,1989-12-10,Brasília,Tênis,61,200,,,,,,,
Breno,Amaral,1993-05-07,Fortaleza,Vestido,88,300,,,,,,,
Jucelia,Bailly,1992-10-03,Salvador,Camiseta,121,85,,,,,,,
Patricia,Camara,1992-12-09,Curitiba,Saia,98,75,,,,,,,
Jucelia,Bailly,1992-02-09,Rio de Janeiro,Camiseta,44,85,,,,,,,
Maryanna,Correa,1989-02-18,Curitiba,Vestido,64,300,,,,,,,
Elizeu,Barros,1985-09-24,Salvador,Camiseta,133,85,,,,,,,
Maryanna,Correa,1992-02-14,São Paulo,Jaqueta,50,250,,,,,,,
Jucelia,Bailly,1985-09-23,São Paulo,Tênis,6,200,,,,,,,
Izabel,Milagre,1990-08-04,Curitiba,Short,100,55,,,,,,,
Eduarda,Figueiredo,1987-09-07,Porto Alegre,Sapato,69,230,,,,,,,
Elizeu,Barros,1988-10-20,Salvador,Pulseira,71,30,,,,,,,
Natália,Huon,1987-04-05,Fortaleza,Short,138,55,,,,,,,
Breno,Amaral,1988-08-30,Curitiba,Sandália,139,110,,,,,,,
Eduarda,Figueiredo,1988-08-21,São Paulo,Sapato,110,230,,,,,,,
Juliane,Felipi,1991-05-20,Brasília,Sapato,53,230,,,,,,,
Eduarda,Figueiredo,1987-09-24,Salvador,Jaqueta,81,250,,,,,,,
Breno,Amaral,1992-06-12,Rio de Janeiro,Pulseira,93,30,,,,,,,
Natália,Huon,1986-07-26,Curitiba,Casaco,45,190,,,,,,,
Juliane,Felipi,1989-03-12,Curitiba,Pulseira,18,30,,,,,,,
Breno,Amaral,1992-02-25,Brasília,Casaco,43,190,,,,,,,
Emanuella,Fialho,1987-06-06,Salvador,Bermuda,7,150,,,,,,,
Iago,Bensdorp,1992-02-24,Rio de Janeiro,Casaco,79,190,,,,,,,
Elizeu,Barros,1985-07-11,Fortaleza,Camiseta,130,85,,,,,,,
Elizeu,Barros,1993-03-31,Porto Alegre,Sandália,109,110,,,,,,,
Andrew,Carvalhal,1986-09-09,Salvador,Casaco,150,190,,,,,,,
Natália,Huon,1985-01-15,São Paulo,Saia,68,75,,,,,,,
Izabel,Milagre,1986-12-24,Porto Alegre,Vestido,78,300,,,,,,,
Elizeu,Barros,1988-03-01,Fortaleza,Sapato,149,230,,,,,,,
Patricia,Camara,1990-04-04,Fortaleza,Vestido,80,300,,,,,,,
Emanuella,Fialho,1991-05-27,Salvador,Sapato,103,230,,,,,,,
Paloma,Farias,1991-01-06,Brasília,Pulseira,83,30,,,,,,,
Tayna,Coimbra,1993-12-03,São Paulo,Tênis,90,200,,,,,,,
Paloma,Farias,1989-01-18,Porto Alegre,Bermuda,110,150,,,,,,,
Maryanna,Correa,1993-08-10,São Paulo,Jaqueta,106,250,,,,,,,
Andrew,Carvalhal,1991-01-13,Brasília,Pulseira,52,30,,,,,,,
Joyce,Ribas,1987-09-22,Rio de Janeiro,Short,26,55,,,,,,,
Patricia,Camara,1987-12-09,Fortaleza,Bermuda,91,150,,,,,,,
Elizeu,Barros,1987-12-06,Salvador,Camiseta,37,85,,,,,,,
Andrew,Carvalhal,1986-10-29,Porto Alegre,Bermuda,62,150,,,,,,,
Izabel,Milagre,1985-09-09,Fortaleza,Short,3,55,,,,,,,
Eduarda,Figueiredo,1986-02-05,Porto Alegre,Camiseta,4,85,,,,,,,
Juliane,Felipi,1988-10-07,São Paulo,Chinelo,147,25,,,,,,,
Elizeu,Barros,1987-04-16,Fortaleza,Tênis,131,200,,,,,,,
Paloma,Farias,1986-05-25,Salvador,Casaco,3,190,,,,,,,
Emanuella,Fialho,1985-04-16,São Paulo,Chinelo,77,25,,,,,,,
Juliane,Felipi,1986-07-19,Fortaleza,Tênis,34,200,,,,,,,
Breno,Amaral,1989-01-19,Curitiba,Saia,90,75,,,,,,,
Andrew,Carvalhal,1986-09-29,Fortaleza,Pulseira,84,30,,,,,,,
Patricia,Camara,1986-01-17,Salvador,Saia,28,75,,,,,,,
Iago,Bensdorp,1990-08-24,Porto Alegre,Pulseira,149,30,,,,,,,
Tayna,Coimbra,1990-11-08,Porto Alegre,Sapato,107,230,,,,,,,
Emanuella,Fialho,1990-03-14,Rio de Janeiro,Jaqueta,117,250,,,,,,,
Natália,Huon,1990-10-15,Salvador,Sapato,137,230,,,,,,,
Natália,Huon,1992-12-03,Salvador,Vestido,80,300,,,,,,,
Izabel,Milagre,1985-10-26,São Paulo,Pulseira,25,30,,,,,,,
Jucelia,Bailly,1993-07-12,Brasília,Saia,52,75,,,,,,,
Joyce,Ribas,1989-05-15,Rio de Janeiro,Saia,90,75,,,,,,,
Joyce,Ribas,1991-03-22,Curitiba,Tênis,117,200,,,,,,,
Natália,Huon,1988-05-11,Rio de Janeiro,Casaco,149,190,,,,,,,
Breno,Amaral,1991-02-05,Brasília,Vestido,30,300,,,,,,,
Paloma,Farias,1987-10-08,São Paulo,Vestido,22,300,,,,,,,
Paloma,Farias,1985-01-07,Porto Alegre,Camiseta,31,85,,,,,,,
Andrew,Carvalhal,1990-10-04,São Paulo,Pulseira,109,30,,,,,,,
Tayna,Coimbra,1988-08-20,Salvador,Chinelo,148,25,,,,,,,
Elizeu,Barros,1990-09-08,Brasília,Jaqueta,102,250,,,,,,,
Natália,Huon,1991-08-26,Porto Alegre,Jaqueta,83,250,,,,,,,
Breno,Amaral,1986-07-25,São Paulo,Camiseta,126,85,,,,,,,
Patricia,Camara,1986-11-28,Fortaleza,Bermuda,12,150,,,,,,,
Izabel,Milagre,1987-03-23,São Paulo,Tênis,41,200,,,,,,,
Elizeu,Barros,1991-01-23,Curitiba,Jaqueta,32,250,,,,,,,
Izabel,Milagre,1989-03-15,Porto Alegre,Vestido,128,300,,,,,,,
Izabel,Milagre,1992-10-17,Rio de Janeiro,Jaqueta,27,250,,,,,,,
Maryanna,Correa,1987-08-30,Brasília,Vestido,67,300,,,,,,,
Joyce,Ribas,1988-07-24,Curitiba,Jaqueta,7,250,,,,,,,
Juliane,Felipi,1990-09-28,Salvador,Vestido,110,300,,,,,,,
Eduarda,Figueiredo,1989-11-23,Salvador,Saia,34,75,,,,,,,
Joyce,Ribas,1989-11-15,Curitiba,Saia,6,75,,,,,,,
Tayna,Coimbra,1993-02-21,Rio de Janeiro,Sandália,11,110,,,,,,,
Breno,Amaral,1993-10-04,Curitiba,Vestido,134,300,,,,,,,
Eduarda,Figueiredo,1991-06-30,São Paulo,Vestido,150,300,,,,,,,
Paloma,Farias,1989-12-16,São Paulo,Saia,66,75,,,,,,,
Maryanna,Correa,1991-10-03,Salvador,Saia,118,75,,,,,,,
Juliane,Felipi,1993-01-16,Porto Alegre,Chinelo,36,25,,,,,,,
Joyce,Ribas,1987-09-07,Curitiba,Jaqueta,57,250,,,,,,,
Iago,Bensdorp,1986-04-13,Rio de Janeiro,Casaco,68,190,,,,,,,
Joyce,Ribas,1989-01-13,Rio de Janeiro,Pulseira,143,30,,,,,,,
Juliane,Felipi,1993-04-25,São Paulo,Vestido,15,300,,,,,,,
Tayna,Coimbra,1989-10-26,Brasília,Camiseta,31,85,,,,,,,
Breno,Amaral,1993-02-03,Curitiba,Vestido,119,300,,,,,,,
Jucelia,Bailly,1992-03-24,Brasília,Tênis,53,200,,,,,,,
Eduarda,Figueiredo,1987-10-17,Curitiba,Camiseta,107,85,,,,,,,
Izabel,Milagre,1991-05-31,Fortaleza,Pulseira,117,30,,,,,,,
Paloma,Farias,1987-03-14,Brasília,Sapato,128,230,,,,,,,
Maryanna,Correa,1993-03-27,Salvador,Bermuda,60,150,,,,,,,
Patricia,Camara,1987-09-29,Salvador,Jaqueta,82,250,,,,,,,
Jucelia,Bailly,1985-07-04,Fortaleza,Bermuda,113,150,,,,,,,
Andrew,Carvalhal,1992-01-20,Salvador,Bermuda,76,150,,,,,,,
Eduarda,Figueiredo,1988-02-25,Curitiba,Casaco,77,190,,,,,,,
Maryanna,Correa,1992-11-09,Porto Alegre,Tênis,56,200,,,,,,,
Elizeu,Barros,1986-01-17,Curitiba,Vestido,95,300,,,,,,,
Breno,Amaral,1993-11-05,Salvador,Sandália,60,110,,,,,,,
Maryanna,Correa,1990-08-02,Curitiba,Casaco,147,190,,,,,,,
Juliane,Felipi,1992-01-05,Fortaleza,Jaqueta,28,250,,,,,,,
Breno,Amaral,1993-11-08,Fortaleza,Sandália,1,110,,,,,,,
Breno,Amaral,1985-12-27,Fortaleza,Chinelo,24,25,,,,,,,
Jucelia,Bailly,1991-02-05,São Paulo,Chinelo,26,25,,,,,,,
Maryanna,Correa,1991-06-22,Fortaleza,Vestido,18,300,,,,,,,
Elizeu,Barros,1988-02-14,Curitiba,Casaco,49,190,,,,,,,
Jucelia,Bailly,1988-08-29,Curitiba,Vestido,20,300,,,,,,,
Iago,Bensdorp,1988-01-19,Curitiba,Pulseira,117,30,,,,,,,
Andrew,Carvalhal,1986-11-09,Salvador,Short,68,55,,,,,,,
Tayna,Coimbra,1993-04-06,Rio de Janeiro,Saia,59,75,,,,,,,
Maryanna,Correa,1992-05-19,Brasília,Chinelo,12,25,,,,,,,
Eduarda,Figueiredo,1986-09-19,Rio de Janeiro,Chinelo,137,25,,,,,,,
Joyce,Ribas,1989-06-09,Brasília,Sapato,70,230,,,,,,,
Izabel,Milagre,1987-09-26,São Paulo,Tênis,15,200,,,,,,,
Tayna,Coimbra,1989-12-17,Curitiba,Casaco,93,190,,,,,,,
Emanuella,Fialho,1990-02-28,Rio de Janeiro,Jaqueta,31,250,,,,,,,
Emanuella,Fialho,1985-06-27,Fortaleza,Chinelo,138,25,,,,,,,
Joyce,Ribas,1992-06-02,Porto Alegre,Casaco,120,190,,,,,,,
Elizeu,Barros,1989-05-13,Curitiba,Camiseta,61,85,,,,,,,
Joyce,Ribas,1985-12-27,Brasília,Chinelo,61,25,,,,,,,
Maryanna,Correa,1991-07-05,Fortaleza,Pulseira,78,30,,,,,,,
Andrew,Carvalhal,1991-11-03,Salvador,Camiseta,124,85,,,,,,,
Juliane,Felipi,1993-10-18,Curitiba,Pulseira,75,30,,,,,,,
Juliane,Felipi,1986-01-22,Porto Alegre,Vestido,76,300,,,,,,,
Joyce,Ribas,1987-09-14,Rio de Janeiro,Jaqueta,75,250,,,,,,,
Elizeu,Barros,1988-01-07,Rio de Janeiro,Camiseta,90,85,,,,,,,
Emanuella,Fialho,1989-11-18,São Paulo,Tênis,15,200,,,,,,,
Elizeu,Barros,1987-02-05,Rio de Janeiro,Tênis,33,200,,,,,,,
Joyce,Ribas,1987-01-10,Rio de Janeiro,Sandália,106,110,,,,,,,
Patricia,Camara,1986-10-11,Salvador,Casaco,74,190,,,,,,,
Emanuella,Fialho,1989-02-15,Rio de Janeiro,Chinelo,44,25,,,,,,,
Maryanna,Correa,1991-08-04,Porto Alegre,Chinelo,21,25,,,,,,,
Emanuella,Fialho,1990-06-03,Porto Alegre,Camiseta,48,85,,,,,,,
Izabel,Milagre,1985-07-04,Fortaleza,Bermuda,40,150,,,,,,,
Andrew,Carvalhal,1985-12-18,São Paulo,Short,27,55,,,,,,,
Tayna,Coimbra,1990-09-05,Fortaleza,Sapato,59,230,,,,,,,
Tayna,Coimbra,1990-03-27,Porto Alegre,Bermuda,20,150,,,,,,,
Maryanna,Correa,1991-03-08,Salvador,Pulseira,16,30,,,,,,,
Andrew,Carvalhal,1993-04-22,São Paulo,Bermuda,143,150,,,,,,,
Izabel,Milagre,1986-06-18,São Paulo,Casaco,139,190,,,,,,,
Juliane,Felipi,1993-12-29,Porto Alegre,Jaqueta,129,250,,,,,,,
Eduarda,Figueiredo,1988-04-30,São Paulo,Jaqueta,133,250,,,,,,,
Joyce,Ribas,1989-03-06,Salvador,Jaqueta,38,250,,,,,,,
Elizeu,Barros,1989-01-17,Porto Alegre,Pulseira,25,30,,,,,,,
Iago,Bensdorp,1988-05-22,Brasília,Sapato,95,230,,,,,,,
Natália,Huon,1987-05-05,Rio de Janeiro,Short,44,55,,,,,,,
Elizeu,Barros,1991-01-14,Rio de Janeiro,Chinelo,147,25,,,,,,,
Emanuella,Fialho,1985-01-23,Brasília,Sapato,88,230,,,,,,,
Juliane,Felipi,1989-05-23,São Paulo,Short,144,55,,,,,,,
Maryanna,Correa,1987-06-09,Salvador,Casaco,134,190,,,,,,,
Jucelia,Bailly,1989-08-04,Rio de Janeiro,Bermuda,68,150,,,,,,,
Joyce,Ribas,1989-05-22,Salvador,Short,49,55,,,,,,,
Paloma,Farias,1989-10-19,Curitiba,Pulseira,7,30,,,,,,,
Juliane,Felipi,1990-01-31,Brasília,Bermuda,69,150,,,,,,,
Patricia,Camara,1989-04-08,Rio de Janeiro,Tênis,69,200,,,,,,,
Patricia,Camara,1991-09-28,Curitiba,Tênis,139,200,,,,,,,
Tayna,Coimbra,1988-10-27,São Paulo,Chinelo,150,25,,,,,,,
Juliane,Felipi,1987-11-20,São Paulo,Tênis,119,200,,,,,,,
Izabel,Milagre,1985-07-30,Curitiba,Tênis,49,200,,,,,,,
Maryanna,Correa,1990-11-02,Fortaleza,Jaqueta,61,250,,,,,,,
Elizeu,Barros,1991-01-17,Salvador,Pulseira,34,30,,,,,,,
Andrew,Carvalhal,1988-03-24,Brasília,Short,36,55,,,,,,,
Maryanna,Correa,1990-07-11,Porto Alegre,Tênis,61,200,,,,,,,
Jucelia,Bailly,1990-10-17,Brasília,Camiseta,3,85,,,,,,,
Izabel,Milagre,1986-09-23,Fortaleza,Vestido,146,300,,,,,,,
Jucelia,Bailly,1989-11-16,Rio de Janeiro,Tênis,135,200,,,,,,,
Juliane,Felipi,1986-09-07,Brasília,Camiseta,33,85,,,,,,,
Patricia,Camara,1986-04-06,Rio de Janeiro,Jaqueta,67,250,,,,,,,
Joyce,Ribas,1985-03-08,Curitiba,Bermuda,55,150,,,,,,,
Emanuella,Fialho,1988-05-08,Curitiba,Jaqueta,111,250,,,,,,,
Andrew,Carvalhal,1986-05-03,Fortaleza,Pulseira,69,30,,,,,,,
Jucelia,Bailly,1990-05-30,São Paulo,Saia,149,75,,,,,,,
Andrew,Carvalhal,1991-05-26,Brasília,Sapato,106,230,,,,,,,
Emanuella,Fialho,1994-01-01,Fortaleza,Jaqueta,100,250,,,,,,,
Paloma,Farias,1989-01-23,Fortaleza,Short,41,55,,,,,,,
Emanuella,Fialho,1985-01-08,Salvador,Sapato,86,230,,,,,,,
Jucelia,Bailly,1993-11-01,São Paulo,Pulseira,147,30,,,,,,,
Joyce,Ribas,1986-12-10,Salvador,Jaqueta,120,250,,,,,,,
Tayna,Coimbra,1987-09-22,Porto Alegre,Sapato,87,230,,,,,,,
Izabel,Milagre,1992-02-06,Salvador,Sandália,38,110,,,,,,,
Emanuella,Fialho,1986-08-24,Fortaleza,Sandália,112,110,,,,,,,
Elizeu,Barros,1985-06-01,Salvador,Vestido,56,300,,,,,,,
Breno,Amaral,1988-12-27,Salvador,Vestido,45,300,,,,,,,
Breno,Amaral,1990-09-25,Fortaleza,Jaqueta,109,250,,,,,,,
Andrew,Carvalhal,1988-01-08,Rio de Janeiro,Jaqueta,40,250,,,,,,,
Izabel,Milagre,1985-01-13,Fortaleza,Short,42,55,,,,,,,
Andrew,Carvalhal,1985-07-11,Fortaleza,Sapato,26,230,,,,,,,
Eduarda,Figueiredo,1985-07-11,Brasília,Tênis,15,200,,,,,,,
Elizeu,Barros,1991-05-09,Porto Alegre,Camiseta,127,85,,,,,,,
Elizeu,Barros,1989-10-17,Brasília,Short,113,55,,,,,,,
Tayna,Coimbra,1993-04-04,Salvador,Short,120,55,,,,,,,
Elizeu,Barros,1991-07-21,Fortaleza,Bermuda,108,150,,,,,,,
Natália,Huon,1988-11-05,Salvador,Vestido,87,300,,,,,,,
Maryanna,Correa,1988-10-05,Rio de Janeiro,Chinelo,31,25,,,,,,,
Eduarda,Figueiredo,1985-06-02,São Paulo,Jaqueta,68,250,,,,,,,
Izabel,Milagre,1991-10-27,Porto Alegre,Sapato,96,230,,,,,,,
Natália,Huon,1989-07-25,São Paulo,Pulseira,42,30,,,,,,,
Joyce,Ribas,1993-12-30,Brasília,Chinelo,19,25,,,,,,,
Paloma,Farias,1992-02-23,Salvador,Short,111,55,,,,,,,
Elizeu,Barros,1988-05-23,Rio de Janeiro,Tênis,149,200,,,,,,,
Patricia,Camara,1992-06-03,São Paulo,Camiseta,9,85,,,,,,,
Tayna,Coimbra,1985-01-25,São Paulo,Jaqueta,22,250,,,,,,,
Izabel,Milagre,1991-03-06,São Paulo,Saia,140,75,,,,,,,
Andrew,Carvalhal,1986-07-03,São Paulo,Short,142,55,,,,,,,
Eduarda,Figueiredo,1990-07-07,Fortaleza,Bermuda,80,150,,,,,,,
Maryanna,Correa,1992-04-11,Rio de Janeiro,Casaco,39,190,,,,,,,
Andrew,Carvalhal,1986-03-09,Curitiba,Camiseta,146,85,,,,,,,
Patricia,Camara,1986-03-20,Fortaleza,Camiseta,13,85,,,,,,,
Andrew,Carvalhal,1987-12-29,Salvador,Bermuda,146,150,,,,,,,
Andrew,Carvalhal,1986-03-11,Rio de Janeiro,Vestido,118,300,,,,,,,
Andrew,Carvalhal,1987-11-19,Fortaleza,Tênis,57,200,,,,,,,
Iago,Bensdorp,1989-11-01,Rio de Janeiro,Vestido,40,300,,,,,,,
Emanuella,Fialho,1992-07-09,Porto Alegre,Bermuda,102,150,,,,,,,
Emanuella,Fialho,1986-06-13,Fortaleza,Bermuda,48,150,,,,,,,
Iago,Bensdorp,1988-11-22,Fortaleza,Pulseira,105,30,,,,,,,
Joyce,Ribas,1990-04-30,Salvador,Sandália,150,110,,,,,,,
Elizeu,Barros,1985-11-14,Brasília,Sandália,70,110,,,,,,,
Andrew,Carvalhal,1986-11-23,São Paulo,Pulseira,24,30,,,,,,,
Tayna,Coimbra,1992-03-21,Salvador,Pulseira,16,30,,,,,,,
Patricia,Camara,1993-03-22,Curitiba,Bermuda,72,150,,,,,,,
Patricia,Camara,1990-08-05,São Paulo,Tênis,138,200,,,,,,,
Izabel,Milagre,1987-02-14,Curitiba,Sapato,56,230,,,,,,,
Patricia,Camara,1989-02-17,Brasília,Short,20,55,,,,,,,
Paloma,Farias,1989-02-02,Salvador,Tênis,142,200,,,,,,,
Jucelia,Bailly,1993-06-11,Fortaleza,Tênis,47,200,,,,,,,
Joyce,Ribas,1990-01-17,São Paulo,Bermuda,28,150,,,,,,,
Iago,Bensdorp,1990-08-31,Curitiba,Short,17,55,,,,,,,
Patricia,Camara,1989-11-18,Porto Alegre,Vestido,113,300,,,,,,,
Joyce,Ribas,1991-10-03,Rio de Janeiro,Jaqueta,84,250,,,,,,,
Izabel,Milagre,1989-04-28,Curitiba,Sandália,16,110,,,,,,,
Elizeu,Barros,1990-06-07,Fortaleza,Pulseira,92,30,,,,,,,
Patricia,Camara,1986-08-13,São Paulo,Sandália,129,110,,,,,,,
Maryanna,Correa,1985-07-28,São Paulo,Camiseta,5,85,,,,,,,
Jucelia,Bailly,1986-02-26,Brasília,Saia,149,75,,,,,,,
Natália,Huon,1986-11-07,Porto Alegre,Sandália,120,110,,,,,,,
Natália,Huon,1985-04-18,Porto Alegre,Casaco,18,190,,,,,,,
Breno,Amaral,1991-02-10,Salvador,Sandália,72,110,,,,,,,
Jucelia,Bailly,1987-08-19,Brasília,Casaco,20,190,,,,,,,
Emanuella,Fialho,1987-08-02,Porto Alegre,Pulseira,79,30,,,,,,,
Joyce,Ribas,1986-08-15,Curitiba,Chinelo,30,25,,,,,,,
Elizeu,Barros,1990-07-05,Fortaleza,Chinelo,52,25,,,,,,,
Joyce,Ribas,1988-01-30,Rio de Janeiro,Saia,15,75,,,,,,,
Emanuella,Fialho,1988-05-16,Curitiba,Saia,52,75,,,,,,,
Paloma,Farias,1990-03-02,São Paulo,Bermuda,116,150,,,,,,,
Joyce,Ribas,1990-07-06,Porto Alegre,Camiseta,89,85,,,,,,,
Eduarda,Figueiredo,1986-08-30,Rio de Janeiro,Chinelo,84,25,,,,,,,
Eduarda,Figueiredo,1992-06-14,Fortaleza,Sapato,126,230,,,,,,,
Joyce,Ribas,1986-06-07,Porto Alegre,Short,79,55,,,,,,,
Elizeu,Barros,1993-06-07,Curitiba,Pulseira,23,30,,,,,,,
Andrew,Carvalhal,1991-03-31,Curitiba,Short,26,55,,,,,,,
Maryanna,Correa,1988-03-31,Rio de Janeiro,Bermuda,114,150,,,,,,,
Jucelia,Bailly,1986-09-03,Salvador,Bermuda,79,150,,,,,,,
Elizeu,Barros,1990-09-28,Salvador,Jaqueta,35,250,,,,,,,
Izabel,Milagre,1989-10-05,Curitiba,Saia,43,75,,,,,,,
Patricia,Camara,1986-07-20,Salvador,Camiseta,138,85,,,,,,,
Juliane,Felipi,1991-10-16,Brasília,Sandália,12,110,,,,,,,
Eduarda,Figueiredo,1985-10-26,Salvador,Sandália,40,110,,,,,,,
Tayna,Coimbra,1990-10-13,Rio de Janeiro,Sandália,93,110,,,,,,,
Juliane,Felipi,1993-01-01,Rio de Janeiro,Sandália,90,110,,,,,,,
Izabel,Milagre,1990-02-12,Brasília,Pulseira,118,30,,,,,,,
Breno,Amaral,1991-11-08,Salvador,Camiseta,84,85,,,,,,,
Iago,Bensdorp,1986-10-28,Fortaleza,Camiseta,88,85,,,,,,,
Andrew,Carvalhal,1990-04-23,Curitiba,Tênis,10,200,,,,,,,
Juliane,Felipi,1987-01-24,São Paulo,Tênis,56,200,,,,,,,
Joyce,Ribas,1988-11-21,Rio de Janeiro,Casaco,24,190,,,,,,,
Iago,Bensdorp,1991-03-15,Porto Alegre,Vestido,106,300,,,,,,,
Joyce,Ribas,1992-04-16,Salvador,Casaco,70,190,,,,,,,
Jucelia,Bailly,1993-09-15,Rio de Janeiro,Bermuda,55,150,,,,,,,
Andrew,Carvalhal,1986-03-20,Salvador,Bermuda,8,150,,,,,,,
Natália,Huon,1992-04-16,Rio de Janeiro,Sapato,105,230,,,,,,,
Natália,Huon,1987-11-06,Curitiba,Sapato,119,230,,,,,,,
Juliane,Felipi,1986-09-07,Salvador,Chinelo,12,25,,,,,,,
Natália,Huon,1987-08-21,Salvador,Saia,119,75,,,,,,,
Juliane,Felipi,1993-06-03,Curitiba,Jaqueta,120,250,,,,,,,
Paloma,Farias,1990-05-19,Porto Alegre,Short,22,55,,,,,,,
Jucelia,Bailly,1993-12-09,Porto Alegre,Pulseira,138,30,,,,,,,
Paloma,Farias,1985-10-27,Fortaleza,Tênis,1,200,,,,,,,
Natália,Huon,1992-03-21,Porto Alegre,Short,130,55,,,,,,,
Andrew,Carvalhal,1987-08-02,Rio de Janeiro,Tênis,146,200,,,,,,,
Paloma,Farias,1989-11-05,Porto Alegre,Bermuda,59,150,,,,,,,
Juliane,Felipi,1986-11-23,Curitiba,Jaqueta,74,250,,,,,,,
Iago,Bensdorp,1986-08-07,Porto Alegre,Tênis,69,200,,,,,,,
Elizeu,Barros,1990-10-23,Curitiba,Vestido,8,300,,,,,,,
Paloma,Farias,1992-09-28,Porto Alegre,Jaqueta,86,250,,,,,,,
Jucelia,Bailly,1988-02-24,Salvador,Chinelo,122,25,,,,,,,
Joyce,Ribas,1993-02-14,Salvador,Sandália,74,110,,,,,,,
Eduarda,Figueiredo,1987-03-22,Brasília,Sandália,41,110,,,,,,,
Jucelia,Bailly,1993-07-07,Porto Alegre,Pulseira,55,30,,,,,,,
Joyce,Ribas,1989-06-16,Brasília,Jaqueta,115,250,,,,,,,
Natália,Huon,1987-05-11,Fortaleza,Jaqueta,88,250,,,,,,,
